LASTNAME,FIRSTNAME,MIDDLENAME,SUFFIX,BIRTHDATE,SEX,CITY,POSITION,BARANGAY
LORIA,ALMA,FABON,,,,BACO,Barangay Treasurer,Pulang-Tubig
TABANERA,ROCHELLE,MALE,,,,BACO,Barangay Secretary,Pulang-Tubig
CASTILLO,MARIETA,MACUHA,,,,BACO,Punong Barangay,Putican-Cabulo
CAGUETE,JOSEPH,BALAIBO,,,,BACO,Sangguniang Barangay Member,Putican-Cabulo
ALBAN,ROBERTO,BADAL,,,,BACO,Sangguniang Barangay Member,Putican-Cabulo
ABAS,JACK VERGEL,JAVIER,,,,BACO,Sangguniang Barangay Member,Putican-Cabulo
RIBON,ROMAN,BADAL,,,,BACO,Sangguniang Barangay Member,Putican-Cabulo
DIMALALUAN,JOSHUA,BADAL,,,,BACO,Sangguniang Barangay Member,Putican-Cabulo
RONQUILLO,NOEL,ABAS,,,,BACO,Sangguniang Barangay Member,Putican-Cabulo
SALOME,FERNANDO,SALOME,,,,BACO,Sangguniang Barangay Member,Putican-Cabulo
ABAS,KRISTINE JOY,BACANI,,,,BACO,SK Chairperson,Putican-Cabulo
LUVINDINO,REY DANIEL,BADAL,,,,BACO,SK Member,Putican-Cabulo
MALABRIGA,HARRY KIM,GAA,,,,BACO,SK Member,Putican-Cabulo
CUETO,MIKE CHINDEL,,,,,BACO,SK Member,Putican-Cabulo
ABAS,GEORGE BENSON,PACARO,,,,BACO,SK Member,Putican-Cabulo
PADIGOS,MARVIN,MALABRIGA,,,,BACO,SK Member,Putican-Cabulo
MANGURALI,JOAN WENDEL,BACANI,,,,BACO,SK Member,Putican-Cabulo
MALABRIGA,HARSHE KAY,GAA,,,,BACO,Barangay Treasurer,Putican-Cabulo
BELINO,RONILYN,MACUHA,,,,BACO,Barangay Secretary,Putican-Cabulo
ZULUETA,VICTORIANO,MARAVILLA,,,,BACO,Punong Barangay,San Andres
ACLAN,ARELL,ABAS,,,,BACO,Sangguniang Barangay Member,San Andres
ALBAN,JEZAH,MALIWANAG,,,,BACO,Sangguniang Barangay Member,San Andres
ACLAN,ARELL,ABAS,,,,BACO,Sangguniang Barangay Member,San Andres
PITA,RYAN FRANCIS,CEPILLO,,,,BACO,Sangguniang Barangay Member,San Andres
LUCAS,CHARLES ROBIN,FERRANCO,,,,BACO,Sangguniang Barangay Member,San Andres
MALIWANAG,BABY LITA,MIRABUENO,,,,BACO,Sangguniang Barangay Member,San Andres
ROVERA,RONALD,PAJIL,,,,BACO,Sangguniang Barangay Member,San Andres
FERRANCO,CLINT JUSTINE,,,,,BACO,SK Chairperson,San Andres
RAMOS,LADYLYN,SANDOVAL,,,,BACO,SK Member,San Andres
ALMANON,PINKY,ALBAN,,,,BACO,SK Member,San Andres
FERRANCO,KENT BRYAN,,,,,BACO,SK Member,San Andres
PASTRANA,ANGEL,AMUIN,,,,BACO,SK Member,San Andres
ALBAN,ARRIANE JENNEL,GARCIA,,,,BACO,SK Member,San Andres
ROVERA,MARK JOVEN,ACLAN,,,,BACO,SK Member,San Andres
FERRANCO,JOHN BRENDEL,A.,,,,BACO,SK Member,San Andres
ALBAN,JOANNA,GARCIA,,,,BACO,Barangay Treasurer,San Andres
ALORIA,MARY ANGEL,LASCANO,,,,BACO,Barangay Secretary,San Andres
ROVERA,JOJIT,ALBAN,,,,BACO,Barangay Tanod,San Andres
ALBO,REYNALDO,HERNANDEZ,,,,BACO,Barangay Tanod,San Andres
MIRABUENO,RAMON,EVANGELISTA,,,,BACO,Barangay Tanod,San Andres
JARDINERO,BELEN,MICIANO,,,,BACO,Punong Barangay,San Ignacio
DE OCAMPO,ALLAN,HERNANDEZ,,,,BACO,Sangguniang Barangay Member,San Ignacio
PANGGO,CARLOS,MATIRA,,,,BACO,Sangguniang Barangay Member,San Ignacio
GONZALO,MILO,BANLUGAN,,,,BACO,Sangguniang Barangay Member,San Ignacio
KALIGNAYAN,RAMON,SEBENTE,,,,BACO,Sangguniang Barangay Member,San Ignacio
RAGO,RODRIGO,COMO,,,,BACO,Sangguniang Barangay Member,San Ignacio
ABE,CRISTOPHER,DELA CHICA,,,,BACO,Sangguniang Barangay Member,San Ignacio
RAYOS,JERRY,TOLENTINO,,,,BACO,Sangguniang Barangay Member,San Ignacio
ABATA,JAMES,ALOYA,,,,BACO,SK Chairperson,San Ignacio
UMALMON,OPHELIA,ABUATAN,,,,BACO,SK Member,San Ignacio
RAGO,BRYAN,FAMISAN,,,,BACO,SK Member,San Ignacio
RUPIDO,MICHELLE,SENYABO,,,,BACO,SK Member,San Ignacio
LEVISTE,GRACE,LINUBUAN,,,,BACO,SK Member,San Ignacio
DUMAGON,JOLLYME,LINTAWAGIN,,,,BACO,SK Member,San Ignacio
CLAMOR,BRYAN,LORENA,,,,BACO,SK Member,San Ignacio
ALGOY,JESEL,TOLENTINO,,,,BACO,SK Member,San Ignacio
VILLANUEVA,GRETEL LOUIE,CARPIO,,,,BACO,Barangay Treasurer,San Ignacio
LANDAOS,JAYSON,MARASIGAN,,,,BACO,Barangay Secretary,San Ignacio
MAGAT,MARVIC,CLAVERIA,,,,BACO,Punong Barangay,Santa Cruz
AZUCENA,JAYSON,CLAVERIA,,,,BACO,Sangguniang Barangay Member,Santa Cruz
GODA,MAYON VOLTAIRE,DE SILVA,,,,BACO,Sangguniang Barangay Member,Santa Cruz
URBANO,ANN RACHEL,BACANI,,,,BACO,Sangguniang Barangay Member,Santa Cruz
BAVIERA,RAMIR,DATINGGALING,,,,BACO,Sangguniang Barangay Member,Santa Cruz
MONTALES,MARIZEL,ACEVEDA,,,,BACO,Sangguniang Barangay Member,Santa Cruz
JAWILI,JOSEPH,RAMIREZ,,,,BACO,Sangguniang Barangay Member,Santa Cruz
ACEVEDA,RUTH,ARCEO,,,,BACO,Sangguniang Barangay Member,Santa Cruz
MAGAT,CIELO,AQUINO,,,,BACO,SK Chairperson,Santa Cruz
ALMANON,JOVERT,AQUINO,,,,BACO,SK Member,Santa Cruz
MARASIGAN,JHOMER,AZUCENA,,,,BACO,SK Member,Santa Cruz
MAESTRO,SANDY,ESTILLOSO,,,,BACO,SK Member,Santa Cruz
ALMANON,MARVIN,ABES,,,,BACO,SK Member,Santa Cruz
DILLEGAS,MIKKO,MEDINA,,,,BACO,SK Member,Santa Cruz
ACEVEDA,BRYAN,MAGTIBAY,,,,BACO,SK Member,Santa Cruz
DE LEON,KING JERALD,ABATA,,,,BACO,SK Member,Santa Cruz
ACEVEDA,ANNA MAE,NIGRETE,,,,BACO,Barangay Treasurer,Santa Cruz
ABATA,ROSELYN,MERELINO,,,,BACO,Barangay Secretary,Santa Cruz
MAGAT,NORBERT,CLAVERIA,,,,BACO,Barangay Tanod,Santa Cruz
AZUCENA,RONALD,CLAVERIA,,,,BACO,Barangay Tanod,Santa Cruz
MAGBOO,ROMEO,ROBLEDO,,,,BACO,Barangay Tanod,Santa Cruz
ALMANON,MARCELO,MAGAT,,,,BACO,Barangay Tanod,Santa Cruz
GARCIA,ALEX,BELANO,,,,BACO,Barangay Tanod,Santa Cruz
MALABRIGA,REDENTOR,ALTEA,,,,BACO,Barangay Tanod,Santa Cruz
ABATA,ADORACION,ABATA,,,,BACO,Lupon Member,Santa Cruz
VILLAHERMOSA,ROMEL,MORALES,,,,BACO,Lupon Member,Santa Cruz
DILLEGAS,OSCAR,AQUINO,,,,BACO,Lupon Member,Santa Cruz
MAGAS,DANNY,PAGYABANGAN,,,,BACO,Lupon Member,Santa Cruz
SARMIENTO,ROBERTO,DELA ROCA,,,,BACO,Lupon Member,Santa Cruz
EVORA,JOEVELYN,ABRENCILLO,,,,BACO,Barangay Health Worker,Santa Cruz
GARCIA,ROSARIO,ENDERIO,,,,BACO,Barangay Health Worker,Santa Cruz
ALMANON,REMELISA,FEDALINO,,,,BACO,Barangay Health Worker,Santa Cruz
ALMANON,ELSIE,RODRIGUEZ,,,,BACO,Barangay Health Worker,Santa Cruz
GODA,GINA,ALASAAS,,,,BACO,Barangay Health Worker,Santa Cruz
VILLARUEL,JERRY,SILANG,,,,BACO,Punong Barangay,Santa Rosa I
ACEVEDA,RIGOR,ACEVEDA,,,,BACO,Sangguniang Barangay Member,Santa Rosa I
MAGPILI,PHILIP,CAGUETE,,,,BACO,Sangguniang Barangay Member,Santa Rosa I
RICO,EMILIA,CALABDAN,,,,BACO,Sangguniang Barangay Member,Santa Rosa I
ANDAYA,MAXIMO,CUSI,,,,BACO,Sangguniang Barangay Member,Santa Rosa I
MACARAIG,JOIE,M.,,,,BACO,Sangguniang Barangay Member,Santa Rosa I
CAJAYON,MICHAEL,A.,,,,BACO,Sangguniang Barangay Member,Santa Rosa I
SALAZAR,JOVELYN,RICO,,,,BACO,Sangguniang Barangay Member,Santa Rosa I
MEDINA,JOHN REXEL,RICO,,,,BACO,SK Chairperson,Santa Rosa I
GINHAWA,JESSA,ANTENOR,,,,BACO,SK Member,Santa Rosa I
SABALLO,KRISTINE,DALISAY,,,,BACO,SK Member,Santa Rosa I
APELADO,MELAN KAYE,MALANO,,,,BACO,SK Member,Santa Rosa I
ALBA,JANE,TORINO,,,,BACO,SK Member,Santa Rosa I
COMO,ROSE ANN,DALISAY,,,,BACO,SK Member,Santa Rosa I
VILLANUEVA,REXIE ANN,BALLESTEROS,,,,BACO,SK Member,Santa Rosa I
TORINO,LOVELY,RICO,,,,BACO,SK Member,Santa Rosa I
SANCHEZ,VENUS,RONQUILLO,,,,BACO,Barangay Treasurer,Santa Rosa I
TAGALA,MA. FREDDIE LYN,GALLEMIT,,,,BACO,Barangay Secretary,Santa Rosa I
MANIMTIM,BENEDICTO,DE TORRES,,,,BACO,Punong Barangay,Santa Rosa II
ILAGAN,CHRISTIAN,AGUILAR,,,,BACO,Sangguniang Barangay Member,Santa Rosa II
BAGSIT,ENRICO,BAYUBAY,,,,BACO,Sangguniang Barangay Member,Santa Rosa II
MARASIGAN,MARK LESTER,SUPETRAN,,,,BACO,Sangguniang Barangay Member,Santa Rosa II
EVORA,TACIANA,MARASIGAN,,,,BACO,Sangguniang Barangay Member,Santa Rosa II
CASTULO,MELCHOR,RUBIS,,,,BACO,Sangguniang Barangay Member,Santa Rosa II
VELASQUEZ,RIZA,BACAY,,,,BACO,Sangguniang Barangay Member,Santa Rosa II
TOBIAS,GUILLERMO,CAGUETE,,,,BACO,Sangguniang Barangay Member,Santa Rosa II
ADEVA,MAC ERROL,ANCHETA,,,,BACO,SK Chairperson,Santa Rosa II
TOBIAS,KARL MARX,CALICA,,,,BACO,SK Member,Santa Rosa II
EVORA,MONICA,MERCADO,,,,BACO,SK Member,Santa Rosa II
BAGSIT,MARIANNE NICOLE,CANTOS,,,,BACO,SK Member,Santa Rosa II
MANALO,JAKE LAURENCE,ATIENZA,,,,BACO,SK Member,Santa Rosa II
BALITON,MICA,,,,,BACO,SK Member,Santa Rosa II
EVORA,A-JAY KEVIN,RAYOS,,,,BACO,SK Member,Santa Rosa II
ROBIS,GHWEN HANNA,PUJEDA,,,,BACO,SK Member,Santa Rosa II
BAYUBAY,RONILO,INES,,,,BACO,Barangay Treasurer,Santa Rosa II
TOLENTINO,GAVINA,PERENA,,,,BACO,Barangay Secretary,Santa Rosa II
GARCIA,DELMAR,CAMONGOL,,,,BACO,Punong Barangay,Tabon-tabon
ALMANON,MARVIN,LIPROZO,,,,BACO,Sangguniang Barangay Member,Tabon-tabon
DALISAY,JOEL,ALOYA,,,,BACO,Sangguniang Barangay Member,Tabon-tabon
ALTEA,SEVERINO,CUETO,,,,BACO,Sangguniang Barangay Member,Tabon-tabon
LAGUERTA,MARICEL,VEDOR,,,,BACO,Sangguniang Barangay Member,Tabon-tabon
GARCIA,FLORINDA,ACEVEDA,,,,BACO,Sangguniang Barangay Member,Tabon-tabon
CORTEZ,ARWIN,ALBAN,,,,BACO,Sangguniang Barangay Member,Tabon-tabon
AGELION,RODEL,CASTILLO,,,,BACO,Sangguniang Barangay Member,Tabon-tabon
SALOME,ZYRA MAE,BERNALDO,,,,BACO,SK Chairperson,Tabon-tabon
SALOME,RUBY,BAGRO,,,,BACO,SK Member,Tabon-tabon
NAPA,LYNHEL JOYCE,SALOME,,,,BACO,SK Member,Tabon-tabon
SALOME,REBECCA,CHUA,,,,BACO,SK Member,Tabon-tabon
DAPAT,PAUL JAPHET,DELA UMBRIA,,,,BACO,SK Member,Tabon-tabon
ALTEA,SHYLLA MAY,,,,,BACO,SK Member,Tabon-tabon
BACAYLAN,CRISSEL,D,,,,BACO,SK Member,Tabon-tabon
ADRA,ABEMAR,TRONZON,,,,BACO,SK Member,Tabon-tabon
MIRANO,DOLORES,D.,,,,BACO,Barangay Treasurer,Tabon-tabon
MILLARES,SHEENA DIANE,RIVERA,,,,BACO,Barangay Secretary,Tabon-tabon
VISAYA,APOLINARIO,BUENVIAJE,,,,BACO,Punong Barangay,Tagumpay
BELEN,ANANIAS,YLAGAN,,,,BACO,Sangguniang Barangay Member,Tagumpay
MANIBO,JENER,FRANCO,,,,BACO,Sangguniang Barangay Member,Tagumpay
TALAISA,ANDRES,MALIGLIG,,,,BACO,Sangguniang Barangay Member,Tagumpay
MALIGLIG,EGMIDIO,DATINGGINOO,,,,BACO,Sangguniang Barangay Member,Tagumpay
CASTILLO,ROSALIA,BALITAAN,,,,BACO,Sangguniang Barangay Member,Tagumpay
ABANZADO,EUGENIA,DEL ESPIRITU,,,,BACO,Sangguniang Barangay Member,Tagumpay
MACAPINTA,ANDOY,SEDO,,,,BACO,Sangguniang Barangay Member,Tagumpay
NABIO,JEREMY,LALONG-ISIP,,,,BACO,SK Chairperson,Tagumpay
CATIPON,VINCE ANDREI,HERNANDEZ,,,,BACO,SK Member,Tagumpay
ABDON,MA.HANNAH BLESS,HERRERA,,,,BACO,SK Member,Tagumpay
HERRERA,IAN CHRISTOPHER,CATIGBE,,,,BACO,SK Member,Tagumpay
MALDUMAN,ANGELITO,MACAPINTA,,,,BACO,SK Member,Tagumpay
CALDERON,KIMBERLY,LALONG-ISIP,,,,BACO,SK Member,Tagumpay
LIZARDO,REGIE,CEZAR,,,,BACO,SK Member,Tagumpay
CEPILLO,KING JANFUL,LALONG-ISIP,,,,BACO,SK Member,Tagumpay
CALSENA,EDUARDO,TONGSON,,,,BACO,Barangay Treasurer,Tagumpay
GUTIERREZ,NEMECIA,TORREGOZA,,,,BACO,Barangay Secretary,Tagumpay
BANTA,EVANGELINE,TOLENTINO,,,,BACO,Punong Barangay,Water
DIMALIBOT,ANTONIO,GAA,JR.,,,BACO,Sangguniang Barangay Member,Water
DIMALIBOT,JEY MARK,ADEVA,,,,BACO,Sangguniang Barangay Member,Water
MARTINEZ,THELMA,AROGANTE,,,,BACO,Sangguniang Barangay Member,Water
SALES,ROMULO,CAPACIA,,,,BACO,Sangguniang Barangay Member,Water
ADEVA,EUGENIO,MORANDANTE,,,,BACO,Sangguniang Barangay Member,Water
CAGUETE,JAY-AR,DE GUZMAN,,,,BACO,Sangguniang Barangay Member,Water
CAGUETE,HERONIMO,RAGO,,,,BACO,Sangguniang Barangay Member,Water
ZULUETA,RACHELLE,CABATAY,,,,BACO,SK Chairperson,Water
SALES,KENT JASTEN,AUSTRIA,,,,BACO,SK Member,Water
FAJARDO,JOHN DAMMIEL,ALDOVINO,,,,BACO,SK Member,Water
RECTO,KENT JHON DENVER,DIMALIBOT,,,,BACO,SK Member,Water
CASA,BEN JOHN KIER,JIMENEZ,,,,BACO,SK Member,Water
MARTINEZ,IBAN NIKOLAI,DEIN,,,,BACO,SK Member,Water
PAGLAYAGAN,ROWENA,MAKAPINTA,,,,BACO,SK Member,Water
DE GUZMAN,FE,DE LOS REYES,,,,BACO,Barangay Treasurer,Water
VERA CRUZ,DEVINE,BANTA,,,,BACO,Barangay Secretary,Water
RECTO,EUGENE,DIMALIBOT,,,,BACO,Day Care Worker,Water
CABATAY,JENNETTE,DE LEON,,,,BACO,Barangay Health Worker,Water
CUASAY,CHARLYN,CEPILLO,,,,BACO,Barangay Health Worker,Water
CASA,VICTORIA,JIMENEZ,,,,BACO,Barangay Health Worker,Water
DE GUZMAN,ELEANOR,ZULUETA,,,,BACO,Barangay Health Worker,Water
BARRIENTOS,EVELYN,HOLGADO,,,,BACO,Barangay Health Worker,Water
SAMA,DIOSDADO,INUPAS,,,,BACO,Punong Barangay,Baras
ACEVEDA,OLIVER,FUENTES,,,,BACO,Sangguniang Barangay Member,Baras
CABINGKE,CATARAJA,ACEVEDA,,,,BACO,Sangguniang Barangay Member,Baras
ACEVEDA,RONNEL,CALBAYOG,,,,BACO,Sangguniang Barangay Member,Baras
IHOY,JEAN,BILOG,,,,BACO,Sangguniang Barangay Member,Baras
MACALINAO,BOBOT,MAAYOS,,,,BACO,Sangguniang Barangay Member,Baras
QUISERA,ABELARDO,RONQUILLO,,,,BACO,Sangguniang Barangay Member,Baras
ACEVEDA,ISIO,CABINGKE,,,,BACO,Sangguniang Barangay Member,Baras
QUISERA,ARNOLD,ACEVEDA,,,,BACO,SK Chairperson,Baras
FUENTES,ARIES,SAMA,,,,BACO,SK Member,Baras
ACEVEDA,SANDARA,C,,,,BACO,SK Member,Baras
DELA CRUZ,ROSEBELL,GREGORIO,,,,BACO,SK Member,Baras
MAAYOS,BOYET,GARCIA,,,,BACO,SK Member,Baras
ACEVEDA,LIZA,INES2001-01-20,,,,BACO,SK Member,Baras
INUPAS,LEO,M,,,,BACO,SK Member,Baras
CABINGKE,JOSIP,ACEVEDA,,,,BACO,SK Member,Baras
INUPAS,NENA,CABINGKE,,,,BACO,Barangay Treasurer,Baras
INUPAS,EDEN,INES,,,,BACO,Barangay Secretary,Baras
REMNAYON,NITOY,ACEVIDA,,,,BACO,Punong Barangay,Bayanan
MALIGAYA,ALDRIN,BULAKLAK,,,,BACO,Sangguniang Barangay Member,Bayanan
ABOG,LINA,HERNANDEZ,,,,BACO,Sangguniang Barangay Member,Bayanan
HERNANDEZ,NINO ANDREW,MIRAPLES,,,,BACO,Sangguniang Barangay Member,Bayanan
MIRAPLES,KEM - GIL,ELMENZO,,,,BACO,Sangguniang Barangay Member,Bayanan
ANDINO,JOSE,CRUZADO,,,,BACO,Sangguniang Barangay Member,Bayanan
BARSUGON,SONNY,BULAKLAK,,,,BACO,Sangguniang Barangay Member,Bayanan
ACEVEDA,MARIO,GARCIA,,,,BACO,Sangguniang Barangay Member,Bayanan
DALAGAHAN,WENDEL,ADORA,,,,BACO,SK Chairperson,Bayanan
DALAGAHAN,MARY GRACE,CALANGAY,,,,BACO,SK Member,Bayanan
ACEVEDA,ARNEL,ADORA,,,,BACO,SK Member,Bayanan
CALO,BABY AMOR,MARTINEZ,,,,BACO,SK Member,Bayanan
CALO,ANALYN,ACEVEDA,,,,BACO,SK Member,Bayanan
CALAMNAN,ANGELO,ABAT,,,,BACO,SK Member,Bayanan
CALAMNAN,JOMER,BAYBAY,,,,BACO,SK Member,Bayanan
MANALO,SHIELA,CALO,,,,BACO,SK Member,Bayanan
CALO,DANNY BOY,BARSUGON,,,,BACO,Barangay Treasurer,Bayanan
DALAGAHAN,ORGIE,ADORA,,,,BACO,Barangay Secretary,Bayanan
REMNAYON,ARLENE,DIZON,,,,BACO,Nutrition Scholar,Bayanan
DELISWIS,CARLO,UMALMIN,,,,BACO,Barangay Tanod,Bayanan
EVANGELISTA,REYMONDO,ABAO,,,,BACO,Barangay Tanod,Bayanan
BULAKLAK,ROMEO,CALAMNAN,,,,BACO,Barangay Tanod,Bayanan
CALAMNAN,PANCHITO,DUMANGITAN,,,,BACO,Barangay Tanod,Bayanan
DATINGGALING,DIONISO,CAJAYON,,,,BACO,Barangay Tanod,Bayanan
REMNAYON,JONATHAN,BARSUGON,,,,BACO,Barangay Tanod,Bayanan
MANALO,EDIE,CAUBE,,,,BACO,Barangay Tanod,Bayanan
RAMOS,MARIE ROSE,HERNANDEZ,,,,BACO,Barangay Tanod,Bayanan
ALCONES,CRISTINA,ADORA,,,,BACO,Barangay Tanod,Bayanan
DALAGAHAN,EMELIA,ADORA,,,,BACO,Barangay Health Worker,Bayanan
CALANGAY,TRISHA,VECENTE,,,,BACO,Barangay Health Worker,Bayanan
LEVISTE,ROSALINDA,GUARDE,,,,BACO,Barangay Health Worker,Bayanan
CAPINGGAN,BENING,LINAM,,,,BACO,Barangay Health Worker,Bayanan
PABLO,MARLYN,PANDAY,,,,BACO,Barangay Health Worker,Bayanan
VICTORIANO,MENIA,ROLDAN,,,,BACO,Barangay Health Worker,Bayanan
REMNAYON,JULITA,CALAMNAN,,,,BACO,Barangay Health Worker,Bayanan
BULAKLAK,IGNA,SULNUKIWAN,,,,BACO,Barangay Health Worker,Bayanan
CALAMNAN,RICA,CALAMNAN,,,,BACO,Barangay Health Worker,Bayanan
PUNGKOK,CENON,CARIAS,,,,BACO,Punong Barangay,Lantuyang
SONATO,RAMMEL,MADARAYAN,,,,BACO,Sangguniang Barangay Member,Lantuyang
MACAPINTA,NESTOR,CANGAY,,,,BACO,Sangguniang Barangay Member,Lantuyang
PUNGKOK,JOJO,CANGAY,,,,BACO,Sangguniang Barangay Member,Lantuyang
BAYBAY,BENITO,BARSUGON,,,,BACO,Sangguniang Barangay Member,Lantuyang
PABLO,RUBEN,UMALMON,,,,BACO,Sangguniang Barangay Member,Lantuyang
BANGKILING,LANDO,LIPANYUAN,,,,BACO,Sangguniang Barangay Member,Lantuyang
MACAPINTA,BUHAY,CANGAY,,,,BACO,Sangguniang Barangay Member,Lantuyang
PABLO,ENRECO,MADARAYAN,,,,BACO,SK Chairperson,Lantuyang
PABLO,MATEO,MABIOG,,,,BACO,SK Member,Lantuyang
UMALMON,ROBERT,PUNGKOK,,,,BACO,SK Member,Lantuyang
CANGAY,CRISANDRA,UMALMON,,,,BACO,SK Member,Lantuyang
BANGKILING,NECA,PUNGKOK,,,,BACO,SK Member,Lantuyang
ANDRES,DENNIS,UMALMON,,,,BACO,SK Member,Lantuyang
GARCIA,ANNA,UMALMON,,,,BACO,SK Member,Lantuyang
ANDRES,LENLEN,BANGKILING,,,,BACO,SK Member,Lantuyang
ANDRES,BOY,UMALMON,,,,BACO,Barangay Treasurer,Lantuyang
PABLO,IRINE,UMALMON,,,,BACO,Barangay Secretary,Lantuyang
CALDERON,ALEXANDER,GARGA,,,,BACO,Punong Barangay,Poblacion
LALONG-ISIP,NESTOR,ADAO,,,,BACO,Sangguniang Barangay Member,Poblacion
ESPARES,RENSEY,HERNANDEZ,,,,BACO,Sangguniang Barangay Member,Poblacion
ICAL,JULIUS ERVIN,MARAVILLA,,,,BACO,Sangguniang Barangay Member,Poblacion
ADRA,ABNER,SIMEDRA,,,,BACO,Sangguniang Barangay Member,Poblacion
BAROLA,ROWEL,ADRA,,,,BACO,Sangguniang Barangay Member,Poblacion
CAEG,ANISON,FLORENDO,,,,BACO,Sangguniang Barangay Member,Poblacion
CARPIO,NORBERTO,CALDERON,,,,BACO,Sangguniang Barangay Member,Poblacion
HUEL,NIÑA KRIZZIA,PEREZ,,,,BACO,SK Chairperson,Poblacion
GONZALES,KAYLE IRISH,ABARQUEZ,,,,BACO,SK Member,Poblacion
CARPIO,MARK NICO,CAPUCAO,,,,BACO,SK Member,Poblacion
VILLENA,JAMES PATRICK,ACEVEDA,,,,BACO,SK Member,Poblacion
ADAO,GENIEZHYLLE,ARGUELLES,,,,BACO,SK Member,Poblacion
CARPIO,REXCELL,TEQUILLO,,,,BACO,SK Member,Poblacion
ONABIA,ANNA MARIE,CEPILLO,,,,BACO,SK Member,Poblacion
MAGPILI,SHANE HONNEYLHETT,CARREON,,,,BACO,SK Member,Poblacion
ICAL,ELAINE,ABAS,,,,BACO,Barangay Treasurer,Poblacion
MARANAN,EMIE ROSE,GUNGON,,,,BACO,Barangay Secretary,Poblacion
ROXAS,NOEL,FABROA,,,,BANSUD,Punong Barangay,Alcadesma
ESPINO,IRIS,MANALO,,,,BANSUD,Sangguniang Barangay Member,Alcadesma
LUSTERIO,NELLY,TUMBAGA,,,,BANSUD,Sangguniang Barangay Member,Alcadesma
FERRERA,RUEL,GONZAGA,,,,BANSUD,Sangguniang Barangay Member,Alcadesma
HERNANDEZ,MARIA BELEN,DE VILLA,,,,BANSUD,Sangguniang Barangay Member,Alcadesma
ADARLO,MICHAEL BRYAN,PAGCALIWAGAN,,,,BANSUD,Sangguniang Barangay Member,Alcadesma
TUMBAGA,ARMANDO,VILLA,,,,BANSUD,Sangguniang Barangay Member,Alcadesma
TUMBAGA,ELISA,VILLEGAS,,,,BANSUD,Sangguniang Barangay Member,Alcadesma
TOLENTINO,ROVIC,BAUTISTA,,,,BANSUD,SK Chairperson,Alcadesma
SANTOS,ELOISA MAE,MATINING,,,,BANSUD,SK Member,Alcadesma
GONZAGA,JOHN LLOYD,DE CASTRO,,,,BANSUD,SK Member,Alcadesma
FABELLON,JOVEN ANGELO,FESARIT,,,,BANSUD,SK Member,Alcadesma
ROJERO,COLLINE,CAUSAPIN,,,,BANSUD,SK Member,Alcadesma
MIRANDA,JOHN ROSS,GALLARDA,,,,BANSUD,SK Member,Alcadesma
MENDOZA,NIKKA,DELMO,,,,BANSUD,SK Member,Alcadesma
ADARLO,CIELO,RUADO,,,,BANSUD,SK Member,Alcadesma
INOVEJAS,MARIA CRISHA,TUMBAGA,,,,BANSUD,Barangay Treasurer,Alcadesma
MENDEZABAL,ROWENA,JAVIER,,,,BANSUD,Barangay Secretary,Alcadesma
ALMAREZ,NONILON,SALVA,,,,BANSUD,Punong Barangay,Bato
MARANAN,GARRY,BLAY,,,,BANSUD,Sangguniang Barangay Member,Bato
FEZARIT,MANOLITO,MOJADO,,,,BANSUD,Sangguniang Barangay Member,Bato
ALMAREZ,FLORENTINA,JALAC,,,,BANSUD,Sangguniang Barangay Member,Bato
ALMAREZ,SATURNINO,AMPARO,,,,BANSUD,Sangguniang Barangay Member,Bato
PAGAYUNAN,FELICULO,AREGLADO,,,,BANSUD,Sangguniang Barangay Member,Bato
FEZARIT,ARJAY,MORES,,,,BANSUD,Sangguniang Barangay Member,Bato
BLAY,JERLYN,FEZARIT,,,,BANSUD,Sangguniang Barangay Member,Bato
ROMERO,CHERRY ANN,JUEVES,,,,BANSUD,SK Chairperson,Bato
ALMAREZ,JOEVEN,JALAC,,,,BANSUD,SK Member,Bato
ONA,JENNY ANN,AMPARO,,,,BANSUD,SK Member,Bato
LAMBOT,JAYZELL,FEZARIT,,,,BANSUD,SK Member,Bato
FEZARIT,ETHEL JOY,CARLES,,,,BANSUD,SK Member,Bato
DENIEGA,JORINA,AMPARO,,,,BANSUD,SK Member,Bato
FEZARIT,ALLEN GAY,FALCUTILA,,,,BANSUD,SK Member,Bato
ALEGRIA,MARK ANTHONY,AMPARO,,,,BANSUD,SK Member,Bato
ADIZ,ANIANA,AMPARO,,,,BANSUD,Barangay Treasurer,Bato
CALBAYAR,JONATHAN,SALAZAR,,,,BANSUD,Barangay Secretary,Bato
MIRANO,WILSON,CARANDANG,,,,BANSUD,Punong Barangay,Conrazon
DE MESA,MICHAEL,ORENSE,,,,BANSUD,Sangguniang Barangay Member,Conrazon
BIBAL,MELODY,FERRIOL,,,,BANSUD,Sangguniang Barangay Member,Conrazon
SALES,LEA,CANTOS,,,,BANSUD,Sangguniang Barangay Member,Conrazon
ZARA,PAULINO,SOLEDAD,,,,BANSUD,Sangguniang Barangay Member,Conrazon
MERCENE,JEROME,MACATANGAY,,,,BANSUD,Sangguniang Barangay Member,Conrazon
CRUZAT,MACARIO,ABESTADO,,,,BANSUD,Sangguniang Barangay Member,Conrazon
ALCOY,ANTONIO,MAGANTE,,,,BANSUD,Sangguniang Barangay Member,Conrazon
ALCOY,LUCKY,DAGLI,,,,BANSUD,SK Chairperson,Conrazon
